536460000019595118,2850.0
536460000010736598,690.0
536460000016319169,4680.0
536460000010744894,1750.0
536460000010743857,4833.25
536460000010753190,4200.0
536460000010737635,508.0
536460000010751116,297.0
536460000010759412,7930.0
536460000010758375,16490.0
536460000010762523,5150.0
536460000010748005,2375.0
536460000010732450,5760.0
536460000010754227,3000.0
536460000010735561,4142.0
536460000019595030,7975.0
536460000019595001,6525.0
536460000019639033,499.91999999999996
536460000019595059,5400.0
536460000010755264,3360.0
536460000010741783,3706.0
536460000010746968,1308.0
536460000010730376,3990.0
536460000010733487,645.0
536460000010734524,1308.0
536460000016391829,500.0
536460000015087992,116.96
536460000015090066,701.76
536460000015095251,87.72
536460000015096288,87.72
536460000015089029,146.2
536460000015092140,146.2
536460000015091103,87.72
536460000015093177,87.72
536460000015094214,146.2
536460000015066193,7924.0
536460000016403898,1330.0
536460000015067230,9921.4
536460000009944083,2005.56
536460000011615801,135.0
536460000011616838,405.0
536460000017548706,9578.0
536460000018494966,9989.0
536460000013755593,5870.0
536460000014337574,1800.0
536460000011895046,375.0
536460000011833851,2885.0
536460000011672838,657.0
536460000016694285,1184.0
536460000011667653,492.0
536460000011492374,10789.5
536460000011500670,3049.0
536460000011493411,4478.0
536460000011497559,595.0
536460000011498596,1599.0
536460000011495485,345.0
536460000011496522,1617.0
536460000011494448,1578.0
536460000011499633,2033.0
536460000011671801,1080.0
536460000016706062,675.0
536460000011501707,339.6
536460000016706091,750.0
536460000018187809,1685.6
536460000011674912,1633.5
536460000011476819,6248.0599999999995
536460000011479930,5560.32
536460000011482004,1644.5
536460000011480967,2681.0
536460000011484078,2241.15
536460000011485115,1353.0
536460000011486152,3380.82
536460000017375957,1785.0
536460000011487189,3140.0
536460000011488226,3150.0
536460000017924978,3316.8
536460000011490300,3079.2
536460000011469560,1883.7
536460000011470597,6721.32
536460000011491337,5950.0
536460000011471634,3175.7999999999997
536460000011472671,1362.78
536460000011473708,6935.9400000000005
536460000011475782,6560.64
536460000016179541,750.0
536460000011656246,776.0
536460000019634030,1430.0
536460000019875096,2907.2
536460000019905001,1533.53
536460000019875125,3744.4
536460000016035003,2940.0
536460000019875154,5877.65
536460000019875195,770.0
536460000016577840,325.0
536460000015076573,1296.0
536460000013699589,110.0
536460000017333343,4566.12
536460000016062890,29028.91
536460000019545154,774.0
536460000019865084,1185.03
